card_name	count
Darklord Ixchel	6
Banishment of the Darklords	6
Goyo Defender	6
Dotscaper	5
Number F0: Utopic Future Zexal	5
Artmage Masterwork -Succession-	5
Black Luster Soldier - Soldier of Chaos	5
Butterfly Fish	5
Graydle Dragon	5
Mischief of the Gnomes	5
Simul Archfiends	5
Illusion of Chaos	5
Grisaille Prison	5
Shaddoll Fusion	5
Cyberdark Wurm	5
Cyberdark Chimera	5
Power Bond	5
D/D/D Duo-Dawn King Kali Yuga	5
D/D/D Vice King Requiem	5
D/D Swirl Slime	5
Golden Cloud Beast - Malong	5
Erebus the Underworld Monarch	5
Edea the Heavenly Squire	5
Aussa the Earth Charmer, Immovable	5
Black Rose Dragon	5
Aratama	5
Armades, Keeper of Boundaries	5
Fabled Levilazebul	5
Mutiny in the Sky	5
Luce the Dusk's Dark	5
Unchained Soul of Anguish	5
Mecha Phantom Beast Dracossack	5
Heavy Slump	5
Giant Mimighoul	5
Goblin Biker Dugg Charger	5
Goblin Biker Big Gabonga	5
Rescue-ACE Quick Attacker	5
Snake-Eyes Flamberge Dragon	5
Dark Beckoning Beast	5
Blizzard	5
Statue of Anguish Pattern	5
World Legacy - "World Chalice"	5
K9-EW Special Release Experiment	5
Metaverse	5
Vesper Girsu	5
Ripple Bird	5
Nemeses Corridor	5
Thunder Dragon Colossus	5
Inspector Boarder	5
Ultimate Fusion	5
Metalfoes Fusion	5
Gadarla, the Mystery Dust Kaiju	5
Runick Fountain	5
Geri the Runick Fangs	5
Munin the Runick Wings	5
Deck Devastation Virus	4
Instant Fusion	4
Topologic Blaster Dragon	4
Number 103: Ragnazero	4
Friller Rabca	4
Testudo erat Numen	4
Warlock of the Ice Barrier	4
Hey, Trunade!	4
Susurrus of the Sinful Spoils	4
That Grass Looks Greener	4
Borreload Furious Dragon	4
Light and Darkness Dragonlord	4
Spellbound	4
El Shaddoll Winda	4
Bystial Dis Pater	4
Branded Regained	4
Ehther the Heavenly Monarch	4
Jurrac Velphito	4
Domain of the True Monarchs	4
Blue-Eyes Jet Dragon	4
House Dragonmaid	4
Moon of the Closed Heaven	4
Unchained Soul of Shyama	4
Unchained Twins - Sarama	4
Rescue-ACE Turbulence	4
Monster Reborn	4
Crystal Rose	4
Heraldic Beast Leo	4
Advanced Heraldry Art	4
Crystron Citree	4
Crystron Quariongandrax	4
Cyber Dragon	4
Cyber Dragon Herz	4
"Infernoble Arms - Durendal"	4
Dark Bribe	4
Kashtira Birth	4
Duelist Genesis	4
Mannadium Prime-Heart	4
Lunalight Cat Dancer	4
Battlin' Boxer King Dempsey	4
Mimighoul Fairy	4
Angry Burger	4
Ancient Fairy Dragon	4
Orcust Brass Bombard	4
Purrelyly	4
Dawn Angel Kambi	4
Purrely Sleepy Memory	4
Purrely Delicious Memory	4
Epurrely Beauty	4
Epurrely Happiness	4
Epurrely Plump	4
Expurrely Noir	4
Salamangreat of Fire	4
Salamangreat Pyro Phoenix	4
Spiritual Water Art - Aoi	4
The First Darklord	4
Darklord Eveningstar	4
Condemned Darklord	4
Secure Gardna	4
Splash Mage	3
Mathmech Circular	3
Surfacing Big Jaws	3
Buzzsaw Shark	3
Number 4: Stealth Kragen	3
Full Armored Dark Knight Lancer	3
Abyss Keeper	3
Tenpai Dragon Chundra	3
Tenpai Dragon Fadra	3
Sangen Kaimen	3
Sangen Summoning	3
Sangenpai Transcendent Dragion	3
Sangenpai Bident Dragion	3
Trident Dragion	3
Chicken Game	3
Transaction Rollback	3
Knight Armed Dragon, the Armored Knight Dragon	3
Tearlaments Havnis	3
Tearlaments Scheiren	3
Shadow-Imprisoning Mirror	3
D/D/D Headhunt	3
Turning of the World	3
Dinomorphia Therizia	3
Card of Demise	3
Dinomorphia Frenzy	3
Dinomorphia Domain	3
Soul of the Supreme King	3
Grand Horn of Heaven	3
Dinomorphia Rexterm	3
Evolzar Lars	3
The Prime Monarch	3
Regenesis Dragon	3
Regenesis Sage	3
Regenesis Warrior	3
Regenesis Lord	3
Chimera the King of Phantom Beasts	3
Primite Fusion	3
Millennium-Eyes Restrict	3
Chamber Dragonmaid	3
Infinitrack Harvester	3
Heavy Forward	3
Stand Up Centur-Ion!	3
Emblema Oath	3
Set Rotation	3
Exceed the Pendulum	3
Spirit of the Fall Wind	3
Magic Cylinder	3
Thunder King Rai-Oh	3
Waking the Dragon	3
Live☆Twin Ki-sikil	3
Live☆Twin Ki-sikil Frost	3
Gazelle the King of Mythical Claws	3
Cornfield Coatl	3
Mirror Swordknight	3
Hecahands Ibtel	3
Nightmare Apprentice	3
Chimera Fusion	3
Labrynth Stovie Torbie	3
Labrynth Chandraglier	3
Arianna the Labrynth Servant	3
Arias the Labrynth Butler	3
Big Welcome Labrynth	3
Unchained Abomination	3
Fiendsmith's Rextremende	3
Mimighoul Room	3
Megalith Bethor	3
Megalith Anastasis	3
Megalith Unformed	3
Noh-P.U.N.K. Ze Amin	3
Noh-P.U.N.K. Rising Scale	3
Noh-P.U.N.K. Foxy Tune	3
Rescue-ACE HQ	3
ALERT!	3
RESCUE!	3
EXTINGUISH!	3
CONTAIN!	3
Berry Magician Girl	3
Divine Temple of the Snake-Eye	3
Where Arf Thou?	3
Fiendish Rhino Warrior	3
Summon Sorceress	3
Dispatchparazzi	3
GMX Chairman Kimridge	3
Destiny HERO - Malicious	3
Fusion Destiny	3
A Hero Lives	3
Mask Change	3
Samurai Destroyer	3
Delta of Invitation	3
Conquistador of the Golden Land	3
Eldlixir of Scarlet Sanguine	3
Deck Lockdown	3
Impcantation Talismandra	3
Barrier Statue of the Inferno	3
Jurrac Stego	3
Amphibious Swarmship Amblowhale	3
Argostars - Glorious Adra	3
Argostars - Giantslaying	3
Chimeratech Rampage Dragon	3
Number C102: Archfiend Seraph	3
Wiz, Sage Fur Hire	3
Magikey Mechmortar - Garesglasser	3
Lyrilusc - Ensemblue Robin	3
Vanquish Soul Pantera	3
World Gears of Theurlogical Demiurgy	3
Accel Synchro Stardust Dragon	3
Dragged Down into the Grave	3
Couplet the Melodious Songstress	3
Refrain the Melodious Songstress	3
Sonata the Melodious Diva	3
Ostinato	3
1st Movement Solo	3
Bacha the Melodious Maestra	3
Bot Herder	3
Number F0: Utopic Future	3
Number F0: Utopic Draco Future	3
Ragnaraika Selene Snapper	3
Cairngorgon, Antiluminescent Knight	3
Gren Maju Da Eiza	3
King Tiger Wanghu	3
Time-Tearing Morganite	3
Macro Cosmos	3
Tyrant's Throes	3
Gagagaga Magician	3
Traptrix Trap Hole Nightmare	3
Starliege Photon Blast Dragon	3
Imduk the World Chalice Dragon	3
Stardust Sifr Divine Dragon	3
Primite Scream	3
Rainbow Bridge of Salvation	3
Salamangreat Roar	3
Spright Carrot	3
Ashura King	3
Kumongous, the Sticky String Kaiju	3
Spiritual Beast Tamer Lara	3
Spiritual Beast Cannahawk	3
Ritual Beast Tamer Elder	3
Spiritual Beast Rampengu	3
Red Rose Dragon	3
Roxrose Dragon	3
White Rose Dragon	3
Basal Rose Shoot	3
Black Rose Garden	3
Demise of the Land	3
Mystic Mine	3
Runick Golden Droplet	3
Legendary Six Samurai - Kageki	3
Tactical Trainer of the Six Samurai	3
Anarchist Monk of the Six Samurai	3
Legendary Six Samurai - Kizan	3
Shien's Dojo	3
Shien's Smoke Signal	3
Six Strike - Double Assault	3
Asceticism of the Six Samurai	3
Battle Shogun of the Six Samurai	3
Sky Striker Ace - Azalea Temperance	3
Combined Maneuver - Engage Zero!	3
Jack-In-The-Hand	3
Darklord Dance	3
Spright Blue	3
Spright Jet	3
Nimble Beaver	3
Swap Frog	3
Spright Starter	3
Grave of the Super Ancient Organism	3
Toy Soldier	3
Toy Tank	3
Traptrix Mantis	3
Traptrix Myrmeleo	3
Traptrix Holeutea	3
Traptrix Sera	3
Spirit of Yubel	3
Samsara D Lotus	3
Achichi @Ignister	3
Lo, the Prayers of the Voiceless Voice	3
Barrier of the Voiceless Voice	3
Tri-Gate Wizard	2
EM:P Meowmine	2
Elemental HERO Neos	2
Enigmaster Packbit	2
Abyss Shark	2
Stealth Kragen Spawn	2
Number 59: Crooked Cook	2
DoomZ XII Zero - Drastea	2
DoomZ VII Seven - Elara	2
DoomZ V Five - Amalthe	2
Power Patron DoomZ	2
DoomZ Raiders	2
DoomZ Command "D.O.O.M.D.U.R.G."	2
DoomZ Break - Diactorus	2
Abyss-sting Triaina	2
Mirror Mage of the Ice Barrier	2
Full Force Virus	2
Ad Libitum of Despia	2
El Shaddoll Grysta	2
Dogmatika Lawbringer	2
Draco Berserker of the Tenyi	2
Heavenly Zephyr - Miradora	2
Etude of the Branded	2
Cyber Dragon Nachster	2
Heosvarog the Mechanical Dawn	2
Dark Contract with Errors	2
Majesty's Fiend	2
D/D/D Flame High King Genghis	2
Dinomorphia Alert	2
Dinomorphia Intact	2
Trap Holic	2
Ferret Flames	2
Dinomorphia Kentregina	2
Quadogmatika Beast	2
Thestalos the Mega Monarch	2
Granmarg the Rock Monarch	2
Caius the Shadow Monarch	2
Solemn Scolding	2
Primite Dragon Nether Berzelius	2
Crossrose Dragon	2
Dragonmaid Lorpar	2
Dragonmaid Changeover	2
Dragonmaid Sheou	2
Lady's Dragonmaid	2
Dragonmaid Tidying	2
Infinitrack Goliath	2
Centur-Ion Primera	2
Synchro Rumble	2
Master of Ham	2
Paleozoic Cambroraster	2
Magnum the Reliever	2
Evil★Twin Ki-sikil	2
Evil HERO Sinister Necrom	2
Magical Musketeer Max	2
Megalith Phul	2
Noh-P.U.N.K. Ogre Dance	2
Magical Musketeer Caspar	2
Rescue-ACE Fire Engine	2
Rescue-ACE Arbitrator	2
REINFORCE!	2
Snake-Eyes Diabellstar	2
Chaos Summoning Beast	2
Abominable Unchained Soul	2
GMX Researcher Selande	2
GMX Applied Experiment #55	2
Heraldic Beast Gryphon	2
Heraldic Beast Stad Whale	2
Number 18: Heraldry Patriarch	2
Elemental HERO Stratos	2
Vision HERO Faris	2
Vision HERO Vyon	2
Contrast HERO Chaos	2
Masked HERO Dark Law	2
Xtra HERO Cross Crusader	2
95440947	2
Cursed Eldland	2
Eldlixir of the Glorious Golden Land	2
Eldlich the Mad Golden Lord	2
Fallen Angel of the Golden Land	2
Varudras, the Final Bringer of the End Times	2
Jurrac Aeolo	2
Final Bringer of the End Times	2
Duelittle Chimera	2
Planet Pathfinder	2
Cyber Revsystem	2
Dragon Gate	2
Solfachord Elegance	2
Number 106: Giant Hand	2
Kozmoll Dark Lady	2
Kashtiratheosis	2
Visas Amritara	2
Mannadium Reframing	2
Evilswarm Nightmare	2
Invoked Augoeides	2
Soprano the Melodious Songstress	2
Flowering Etoile the Melodious Magnificat	2
Schuberta the Melodious Maestra	2
Protector of The Agents - Moon	2
Rilliona, the Magistus of Verre	2
Golem that Guards the Millennium Treasures	2
Wedju Temple	2
Morphtronic Earfon	2
Eva	2
Cyber Angel Benten	2
Coordius the Triphasic Dealmon	2
Askaan, the Bicorned Ghoti	2
Eater of Millions	2
Guilt-Gripping Morganite	2
Succumbing-Song Morganite	2
Pharaonic Advent	2
Mathmech Diameter	2
Mathmech Nabla	2
Mathmech Superfactorial	2
Astraltopia	2
Astral Kuriboh	2
Space Insulator	2
World Legacy Succession	2
Lib the World Key Blademaster	2
Surgical Striker - S.P.E.C.T.R.A.	2
Azure-Eyes Silver Dragon	2
Indigo-Eyes Silver Dragon	2
Bingo Machine, Go!!!	2
Blue-Eyes Chaos MAX Dragon	2
Kaibaman the Legend	2
Divine Scorpion Beast of Serket	2
Defense of the Temple	2
Gemini Elf	2
Imperial Iron Wall	2
Number 11: Big Eye	2
Purrelyeap!?	2
Epurrely Noir	2
Sylvan Princessprite	2
Salamangreat Spinny	2
Salamangreat Weasel	2
Salamangreat Jack Jaguar	2
Salamangreat Foxy	2
Salamangreat Sanctuary	2
Salamangreat Charge	2
Salamangreat Miragestallio	2
Brotherhood of the Fire Fist - Horse Prince	2
Number 29: Mannequin Cat	2
Ritual Beast Ulti-Cannahawk	2
Ritual Beast Ulti-Nochiudrago	2
Twilight Rose Black Knight	2
Vengeful Witch	2
White Rose Cloister	2
Bramble Rose Dragon	2
Rage Rose Witch	2
One Day of Peace	2
Runick Smiting Storm	2
Kashtira Riseheart	2
Dramatic Snake-Eye Chase	2
Legendary Lord Six Samurai - Shi En	2
Legendary Six Samurai - Shinai	2
Darklord Morningstar	2
Darklord Contact	2
Darklord Rebellion	2
Spright Red	2
Nimble Angler	2
Synchro Zone	2
Super Quantum Red Layer	2
Super Quantum Blue Layer	2
Traptrix Pudica	2
Traptrix Dionaea	2
Traptrix Arachnocampa	2
Tri-Brigade Revolt	2
Tri-Brigade Bearbrumm the Rampant Rampager	2
Gruesome Grave Squirmer	2
Nightmare Pain	2
Saffira, Dragon Queen of the Voiceless Voice	2
Skull Guardian, Protector of the Voiceless Voice	2
Prayers of the Voiceless Voice	2
Garden Rose Flora	2
G Golem Crystal Heart	1
Mathmech Sigma	1
A.I. Connect	1
Danger! Mothman!	1
Drake Shark	1
Hydrojet Shark	1
Crystal Shark	1
Right-Hand Shark	1
Aqua Jet Surface	1
Full-Armored Xyz	1
Xyz Revive Splash	1
Number C32: Shark Drake LeVeiss	1
Xyz Armor Torpedo	1
Xyz Armor Fortress	1
White Howling	1
DoomZ Destruction	1
Jupiter the Power Patron of Destruction	1
DoomZ XII End - Drastrius	1
Snowdust Giant	1
Silent Wobby	1
Metallizing Parasite - Lunatite	1
Eria the Water Channeler	1
Mermail Abyssgunde	1
Mermail Abyssmegalo	1
Atlantean Marksman	1
Deep Sea Artisan	1
Abyss-scale of the Kraken	1
Abyss-scale of Cetus	1
Virtue Stream	1
Abyss-steam	1
Beautunaful Princess	1
Mistar Boy	1
Sekka's Light	1
Icejade Ran Aegirine	1
Lancea, Ancestral Dragon of the Ice Mountain	1
General Raiho of the Ice Barrier	1
Play the Diabell	1
Like the Diabell	1
Reasoning	1
Brightest, Blazing, Branded King	1
Buster Dragon	1
D/D/D Super Doom King Bright Armageddon	1
Number 77: The Seven Sins	1
Give and Take	1
Go! - D/D/D Divine Zero King Rage	1
Dark Necrofear	1
Grinning Grave Virus	1
Dark Contract with the Swamp King	1
Dark Contract with Patent License	1
D/D Savant Thomas	1
D/D/D Chaos King Apocalypse	1
D/D/D Super Doom King Dark Armageddon	1
Demise, King of Armageddon	1
Dinomorphia Diplos	1
Dinomorphia Brute	1
Dinomorphia Stealthbergia	1
Brave-Eyes Pendulum Dragon	1
Supreme King Z-ARC	1
Evolzar Dolkka	1
Evolzar Laggia	1
Odd-Eyes Rebellion Xyz Dragon	1
Odd-Eyes Rebellion Dragon Overlord	1
Crystal Clear Wing Synchro Dragon	1
Mithra the Thunder Vassal	1
Seleglare the Luminous Lunar Dragon	1
Strike of the Monarchs	1
Frost Blast of the Monarchs	1
Monarchic Perfection	1
Blazing Bombardment Beast	1
Raiza the Storm Monarch	1
Escalation of the Monarchs	1
Regenesis Overlord	1
Zaborg the Thunder Monarch	1
Alba System Dogmatikalamity	1
Galaxy-Eyes Tachyon Primal	1
Tachyon Transmigration	1
Number 107: Galaxy-Eyes Tachyon Dragon	1
Red-Eyes Darkness Metal Dragon	1
Tearlaments Merrli	1
Dragonmaid Cehrmba	1
Dragonmaid Hospitality	1
Infinitrack Trencher	1
Infinitrack Tunneller	1
Machina Citadel	1
Machina Overdrive	1
Centur-Ion Trudea	1
Centur-Ion Atrii	1
Centur-Ion Gargoyle II	1
Wake Up Centur-Ion!	1
Centur-Ion Phalanx	1
Centur-Ion Primera Primus	1
Centur-Ion Legatia	1
Centur-Ion Auxila	1
Red Supernova Dragon	1
Sea Monster of Theseus	1
Ace★Spades Speculation	1
Magical Cylinders	1
Raidraptor - Rising Rebellion Falcon	1
Junora the Power Patron of Tuning	1
Live☆Twin Lil-la	1
Live☆Twin Lil-la Sweet	1
Live☆Twin Sunny's Snitch	1
Evil★Twin Ki-sikil Deal	1
Evil★Twin Lil-la	1
Evil★Twin's Trouble Sunny	1
Big-Winged Berfomet	1
Hecahands Gaigas	1
Hecahands Yadel	1
Evil HERO Adusted Gold	1
Hecahands	1
Yad'al-Hecahands	1
Chimera the Illusion Beast	1
Hecahands Jauzah	1
Ib'al-Hecahands	1
Artifact Sanctum	1
Labrynth Cooclock	1
Ariane the Labrynth Servant	1
Lovely Labrynth of the Silver Castle	1
Lady Labrynth of the Silver Castle	1
Welcome Labrynth	1
Magical Musketeer Calamity	1
Magnetic Field	1
Mimighoul Armor	1
Megalith Notrah Plura	1
Megalith Phuloch	1
Megalith Hagith	1
Megalith Aratron	1
Megalith Phaleg	1
Megalith Ophiel	1
Noh-P.U.N.K. Deer Note	1
Joruri-P.U.N.K. Madame Spider	1
Gagaku-P.U.N.K. Wa Gon	1
Ukiyoe-P.U.N.K. Sharakusai	1
P.U.N.K. JAM Extreme Session	1
Joruri-P.U.N.K. Nashiwari Surprise	1
P.U.N.K. JAM Dragon Drive	1
Ukiyoe-P.U.N.K. Amazing Dragon	1
P.U.N.K. JAM FEVER!	1
Ukiyoe-P.U.N.K. Rising Carp	1
Magical Musketeer Doc	1
Magical Musket - Cross-Domination	1
Magical Musket - Desperado	1
Magical Musket - Last Stand	1
Magical Musket - Dancing Needle	1
Harpie Conductor	1
Dogurad, the Stonetrooper	1
Unchained Soul of Disaster	1
Unchained Twins - Rakea	1
Gem-Knight Amethyst	1
Absorb Fusion	1
Returned Dino Daneen	1
GMX - VELOX	1
GMX - ALLOS	1
Destiny HERO - Denier	1
Elemental HERO Shadow Mist	1
Vision HERO Increase	1
Masked HERO Dusk Crow	1
Masked HERO Furnace	1
Evil HERO Dead-End Prison	1
Destiny HERO - Plasma	1
Miracle Fusion	1
Favorite Contact	1
Destiny HERO - Destroyer Phoenix Enforcer	1
Elemental HERO Sunrise	1
Elemental HERO Shining Neos Wingman	1
Elemental HERO Flame Wingman - Infernal Rage	1
Vision HERO Trinity	1
Elemental HERO Thunder Giant - Voltic Thunder	1
Xtra HERO Infernal Devicer	1
Xtra HERO Wonder Driver	1
Xtra HERO Dread Decimator	1
Elemental HERO Blazeman	1
Destiny HERO - Dark Angel	1
Hi-Speedroid Kendama	1
Qebehsenuef, Protection of Horus	1
Huaquero of the Golden Land	1
Golden Land Forever!	1
Coach King Giantrainer	1
Underclock Taker	1
Impcantation Candoll	1
Infernoble Knight Ogier	1
Infernoble Knight Oliver	1
Immortal Phoenix Gearfried	1
Noble Arms Museum	1
"Infernoble Arms - Almace"	1
"Infernoble Arms - Joyeuse"	1
Infernoble Knight Emperor Charles	1
Infernoble Knight Captain Roland	1
Angelica, Princess of Noble Arms	1
Emperor Charles the Great	1
Horned Brute Carnovorus	1
Argostars - Home Stadium	1
Argostars - Lightning Tydeu	1
Argostars - Swift Capane	1
Argostars - Slayer Eteo	1
Argostars - Adventurous Arion	1
Number 61: Volcasaurus	1
Heroic Champion - Claivesolish	1
Artmage Non-Finito	1
Hi-Speedroid Hagoita	1
Cyber Dragon Infinity	1
Cyber Jormungardr	1
Qliphort Genius	1
70095155	1
Union Driver	1
65741787	1
Lyrilusc - Recital Starling	1
Majesty Pegasus, the Dracoslayer	1
Bujinki Ahashima	1
Vanquish Soul Dust Devil	1
Mogmole	1
Numen erat Testudo	1
Dream Shark	1
Stardust Dragon	1
Hot Red Dragon Archfiend Abyss	1
Necro Fusion	1
Rilliona, the Wondrous Magistus Witch Wardrobe	1
Invoked Mechaba	1
Invoked Raidjin	1
Berserkion the Electromagna Warrior	1
Valkyrion the Magna Warrior	1
Imperion Magnum the Superconductive Battlebot	1
Number 55: Gogogo Goliath	1
Koa'ki Meiru Supplier	1
Koa'ki Meiru Wall	1
Filo, Messenger Fur Hire	1
Recon, Scout Fur Hire	1
Helmer, Helmsman Fur Hire	1
Shopina the Melodious Maestra	1
Aria the Melodious Diva	1
Melodious Concerto	1
Bloom Harmonist the Melodious Composer	1
Barrier Statue of the Abyss	1
Magistus Invocation	1
Dogmatika Alba Zoa	1
Dogmatikalamity	1
Dogmatikamatrix	1
Naelshaddoll Ariel	1
El Shaddoll Apkallone	1
White Knight of Dogmatika	1
Hrimnir the Divine Follower	1
Herald of Green Light	1
Herald of Purple Light	1
Kachi Kochi Dragon	1
Dark Requiem Xyz Dragon	1
Snake-Eye Birch	1
Ragnaraika Chain Coils	1
Change of Heart	1
Ghost Reaper & Winter Cherries	1
Embodiment of Apophis	1
World Chalice Guardragon Almarduke	1
Jinzo - Layered	1
Unending Nightmare	1
Gagaga Cowboy	1
96005435	1
Number 105: Battlin' Boxer Star Cestus	1
Diamond Dire Wolf	1
Utopic Onomatopoeia	1
ZS - Ascended Sage	1
Zubababa Knight	1
Hyper Rank-Up-Magic Utopiforce	1
Heroic Champion - Magnum Excalibur	1
Number 39: Utopia	1
Number S39: Utopia Prime	1
Number 99: Utopia Dragonar	1
ZS - Utopic Sage	1
Numbers Protection	1
Mekk-Knight Crusadia Avramax	1
Amorphage Goliath	1
Lunar Rabbit Omajinai	1
Dragon Master Magia	1
23995346	1
Blue-Eyes Alternative Ultimate Dragon	1
Alligator's Sword	1
The Winged Dragon of Ra	1
Dangers of the Divine	1
Goblin's Crazy Beast	1
Luster Dragon	1
Alexandrite Dragon	1
Crystal Beast Cobalt Eagle	1
Ancient Gear Ballista	1
Goblin Bikers Gone Wild	1
Mementotlan Cranium Burst	1
Sneaky "C"	1
Salamangreat Rage	1
Dragonlark Pairen	1
Jormungandr, Generaider Boss of Eternity	1
Laevatein, Generaider Boss of Shadows	1
Laevateinn the Burning Blade	1
Ritual Beast Tamer Lara	1
Ritual Beast Tamer Wen	1
Spiritual Beast Tamer Winda	1
Spiritual Beast Apelio	1
Spiritual Beast Pettlephin	1
Ritual Beast Inheritance	1
Ritual Beast Steeds	1
Ritual Beast Ulti-Apelio	1
Ritual Beast Ulti-Gaiapelio	1
Ritual Beast Ulti-Kimunfalcos	1
Staysailor Romarin	1
Fairyant the Circular Sorcerer	1
Cyclos the Circular Sprite	1
Spore the Fairy Seed	1
Frozen Rose	1
Star Eater	1
Lycoris Lilyreaper	1
Queen of Thorns	1
Garden Rose Maiden	1
Periallis, Empress of Blossoms	1
Circle of the Fairies	1
Kashtira Shangri-Ira	1
Dark Armed, the Dragon of Annihilation	1
Number 76: Harmonizer Gradielle	1
Snake-Eye Oak	1
Legendary Six Samurai - Enishi	1
Spirit of the Six Samurai	1
Great Shogun Shien	1
Kagemusha of the Six Samurai	1
Grandmaster of the Six Samurai	1
Elder of the Six Samurai	1
Secret Six Samurai - Fuma	1
Secret Six Samurai - Hatsume	1
Cunning of the Six Samurai	1
Gateway of the Six	1
Legendary Six Samurai - Shi En	1
Legendary Lord Six Samurai - Kizan	1
Legendary Lord Six Samurai - Enishi	1
Mannadium Trisukta	1
Firewall Dragon Singularity	1
Missus Radiant	1
Legendary Six Samurai - Mizuho	1
Amazoness Archer	1
Naturia Barkion	1
Summon Breaker	1
Reshef the Dark Being	1
Dora Dora	1
Striker Dragon	1
Indulged Darklord	1
The Sanctified Darklord	1
Darklord Tezcatlipoca	1
Darklord Uprising	1
Darklord Enchantment	1
Brute Enforcer	1
Click & Echo	1
Freezing Chains of the Ice Barrier	1
Spright Double Cross	1
Number 2: Ninja Shadow Mosquito	1
Number 65: Djinn Buster	1
Onibimaru Soul Sweeper	1
Cat Shark	1
Toadally Awesome	1
Eria the Water Charmer, Gentle	1
Spright Gamma Burst	1
Runick Dispelling	1
Card Scanner	1
Sleipnir the Runick Mane	1
Amano-Iwato	1
Super Quantum Black Layer	1
Super Quantal Fairy Zetan	1
Layer 19: "Preventing the Invasion! The Pitch-Black Super Quantum!!"	1
Super Quantal Mech Beast Magnaliger	1
Super Quantal Mech Beast Grampulse	1
Zapper Shrimp	1
Traptrip Garden	1
Floodgate Trap Hole	1
Traptrix Atypus	1
Traptrix Allomerus	1
Traptrix Pinguicula	1
Fire Fighting Daruma Doll	1
Yubel	1
Yubel - Terror Incarnate	1
Mature Chronicle	1
Eternal Favorite	1
Phantom of Yubel	1
Yubel - The Loving Defender Forever	1
Crystron Rosenix	1
Ib the World Chalice Justiciar	1
Sauravis, Dragon Sage of the Voiceless Voice	1
Sauravis, the Ancient and Ascended	1
Blessing of the Voiceless Voice	1
Radiance of the Voiceless Voice	1
Hyper Psychic Blaster	1
Hyper Psychic Riser	1
Borreload Dragon	1
Coral Dragon	1
